image_id,acquisition_type,source_dataset,file_path,patient_id,eye,resolution,format,blur_score,brightness,contrast,hash
dataset_01_10_JPG.rf.840164aaa4c671343934474b85f3372c.jpg,mobile,dataset_01,raw\mobile\dataset_01\data\test\immature\10_JPG.rf.840164aaa4c671343934474b85f3372c.jpg,10,,416x416,jpg,16138.906201847782,117.27399801220416,54.25495024202154,ac8b2a7d7624fe9eea2893df7304651615992fa11189233e49f978d980ce0ad7
dataset_01_10_JPG.rf.faba8129f089f732310fb2d1535b009a.jpg,mobile,dataset_01,raw\mobile\dataset_01\data\test\immature\10_JPG.rf.faba8129f089f732310fb2d1535b009a.jpg,10,,416x416,jpg,13262.92065457682,117.056605954142,53.082121547268656,603bfcbb8ae80a227bc1c285dc1e4f2d90a1dd603f48e41aea6f891a0d388c46
dataset_01_10_JPG_jpg.rf.a3b10d94e424c24a0da12f09b50d5eac.jpg,mobile,dataset_01,raw\mobile\dataset_01\data\test\immature\10_JPG_jpg.rf.a3b10d94e424c24a0da12f09b50d5eac.jpg,10,,416x416,jpg,4092.638170307956,116.91814210428994,49.52254087150587,807aeab4c4c6a185d714e89c049be3b77da24e2bab90915f5a2b4a6c1c32a13b
dataset_01_10_JPG_jpg.rf.c5647f4bd0393652db6102d377bff5a4.jpg,mobile,dataset_01,raw\mobile\dataset_01\data\test\immature\10_JPG_jpg.rf.c5647f4bd0393652db6102d377bff5a4.jpg,10,,416x416,jpg,14304.036707595124,117.05175203402366,52.86905138702143,c0b60ad424acf9534d047acd1500466eae7867d15b679b1cd2ebf5c4f4cb0c96
dataset_01_10_JPG_jpg.rf.c6b04a42d93b417a623a86ef92bc0616.jpg,mobile,dataset_01,raw\mobile\dataset_01\data\test\immature\10_JPG_jpg.rf.c6b04a42d93b417a623a86ef92bc0616.jpg,10,,416x416,jpg,12395.97744080139,117.12500577847634,52.4437586599317,d99a773b8880a07d45e0609f689262655cb823bf9a5fe94722c2b0b93afc7a26
dataset_01_11_JPG.rf.fe4b97480b60e61609bf62211fa8a243.jpg,mobile,dataset_01,raw\mobile\dataset_01\data\test\immature\11_JPG.rf.fe4b97480b60e61609bf62211fa8a243.jpg,11,,416x416,jpg,15684.833430418845,119.60576923076924,70.03566508087866,930225ea91b9a3ef26234bc55ea2da4664307c483df557281638ce949a4e9741
dataset_01_11_JPG_jpg.rf.01285fc505435b28c10b59e714523f18.jpg,mobile,dataset_01,raw\mobile\dataset_01\data\test\immature\11_JPG_jpg.rf.01285fc505435b28c10b59e714523f18.jpg,11,,416x416,jpg,7714.8695693230575,119.50478457840237,68.6841776601723,1575567f34f5298156bab22e448e3c8e018b965c58ce5e4f1b642d5cbc68a445
dataset_01_11_JPG_jpg.rf.2e82077a72ae6436306e195ada59428b.jpg,mobile,dataset_01,raw\mobile\dataset_01\data\test\immature\11_JPG_jpg.rf.2e82077a72ae6436306e195ada59428b.jpg,11,,416x416,jpg,6923.533913050532,119.71261325813607,68.40574553035734,48a89def1c96842c722f45ebcabe596730a90ae0464ea995dc140bdea2b8a5be
dataset_01_11_JPG_jpg.rf.3784a42805e53bb68b9412f3d7c0051f.jpg,mobile,dataset_01,raw\mobile\dataset_01\data\test\immature\11_JPG_jpg.rf.3784a42805e53bb68b9412f3d7c0051f.jpg,11,,416x416,jpg,17044.441831836568,119.77242048816568,70.36543819967136,91612035f096db210ee28b557529961c30598972c2f1070b405f272745393152
dataset_01_11_JPG_jpg.rf.ae891d7edd8905204ef28bd44de829d5.jpg,mobile,dataset_01,raw\mobile\dataset_01\data\test\immature\11_JPG_jpg.rf.ae891d7edd8905204ef28bd44de829d5.jpg,11,,416x416,jpg,12880.112333114945,119.44639885355028,69.63111561249058,482e9090a8886f8af275a15a7e3c8572aa2f6b69c6cba26ee937018bf605569e
dataset_01_11_JPG_jpg.rf.fd899edbc03500ae75db47d554df89c2.jpg,mobile,dataset_01,raw\mobile\dataset_01\data\test\immature\11_JPG_jpg.rf.fd899edbc03500ae75db47d554df89c2.jpg,11,,416x416,jpg,9748.914744332393,119.53428370007396,68.81355842796128,b696c54c2a4e6569a26ed3bbf0d9b48f80517a1b48564f46399760fc7979c141
dataset_01_12_JPG.rf.7bff49e873d00acf11234fccfd05e7e1.jpg,mobile,dataset_01,raw\mobile\dataset_01\data\test\immature\12_JPG.rf.7bff49e873d00acf11234fccfd05e7e1.jpg,12,,416x416,jpg,14197.161243269093,111.72035641642012,47.75658198291639,c23a74ae91ca4ae7b64f6bb371a4d6e0c55b24cd2e70a22e7a1b361d858aa3f9
dataset_01_12_JPG_jpg.rf.47afc90bf56dc895354c5a454bcac329.jpg,mobile,dataset_01,raw\mobile\dataset_01\data\test\immature\12_JPG_jpg.rf.47afc90bf56dc895354c5a454bcac329.jpg,12,,416x416,jpg,17839.66550127299,111.82968518860947,49.11632194062609,f8eefeba3f4afd23be1e803b5681d269567bfb2cd5113e38ecf4c518a71e3da7
dataset_01_12_JPG_jpg.rf.ad53afcdeb9891e3c7e03fc1b95eda89.jpg,mobile,dataset_01,raw\mobile\dataset_01\data\test\immature\12_JPG_jpg.rf.ad53afcdeb9891e3c7e03fc1b95eda89.jpg,12,,416x416,jpg,9770.290021707837,111.34093588202664,45.77133165237945,1401867654d93a6c6573a8bac77ba74cf5e2b19638910c31b0eb264e25cb7eb4
dataset_01_12_JPG_jpg.rf.dc4498141774cee3408e84eab32b72a3.jpg,mobile,dataset_01,raw\mobile\dataset_01\data\test\immature\12_JPG_jpg.rf.dc4498141774cee3408e84eab32b72a3.jpg,12,,416x416,jpg,8357.639439247681,111.3609583025148,45.36427110193398,4f1e502788eb41808136c9c58cd4e90729d852da3ee790ddf1b521ff31261703
dataset_01_12_JPG_jpg.rf.e40aff3ab2048433a4dbe5914de2131d.jpg,mobile,dataset_01,raw\mobile\dataset_01\data\test\immature\12_JPG_jpg.rf.e40aff3ab2048433a4dbe5914de2131d.jpg,12,,416x416,jpg,8752.91379572937,111.35434772559172,45.24338425848868,8e14dcfd525d6f10a2c1ac541ba74217104e5f4f0bc95f6fea6ae8923b17ba50
